setlist_id,concert_id,song_name,setlist_position,cover_info,encore,tape
43d3ab5b_1,43d3ab5b,Guitar Solo,1,,False,False
43d3ab5b_2,43d3ab5b,Drum Solo,2,,False,False
43d3ab5b_3,43d3ab5b,Hallowed Be Thy Name,3,,False,False
43d3ab5b_4,43d3ab5b,Iron Maiden,4,,False,False
43d3ab5b_5,43d3ab5b,Run to the Hills,5,,False,False
43d3ab5b_6,43d3ab5b,Drifter,6,,False,False
43d3ab5b_7,43d3ab5b,Where Eagles Dare,7,,False,False
43d3ab5b_8,43d3ab5b,Sanctuary,8,,False,False
43d3ab5b_9,43d3ab5b,Wrathchild,9,,False,False
43d3ab5b_10,43d3ab5b,The Trooper,10,,False,False
43d3ab5b_11,43d3ab5b,Revelations,11,,False,False
43d3ab5b_12,43d3ab5b,Flight of Icarus,12,,False,False
43d3ab5b_13,43d3ab5b,Die With Your Boots On,13,,False,False
43d3ab5b_14,43d3ab5b,22 Acacia Avenue,14,,False,False
43d3ab5b_15,43d3ab5b,The Number of the Beast,15,,True,False
43d3ab5b_16,43d3ab5b,To Tame a Land,16,,True,False
5bd3ab64_1,5bd3ab64,Guitar Solo,1,,False,False
5bd3ab64_2,5bd3ab64,Drum Solo,2,,False,False
5bd3ab64_3,5bd3ab64,Hallowed Be Thy Name,3,,False,False
5bd3ab64_4,5bd3ab64,Iron Maiden,4,,False,False
5bd3ab64_5,5bd3ab64,Run to the Hills,5,,False,False
5bd3ab64_6,5bd3ab64,Drifter,6,,False,False
5bd3ab64_7,5bd3ab64,"""Main Title"" from ""Where Eagles Dare""",7,,False,False
5bd3ab64_8,5bd3ab64,Where Eagles Dare,8,,False,False
5bd3ab64_9,5bd3ab64,Sanctuary,9,,False,False
5bd3ab64_10,5bd3ab64,Wrathchild,10,,False,False
5bd3ab64_11,5bd3ab64,The Trooper,11,,False,False
5bd3ab64_12,5bd3ab64,Revelations,12,,False,False
5bd3ab64_13,5bd3ab64,Flight of Icarus,13,,False,False
5bd3ab64_14,5bd3ab64,Die With Your Boots On,14,,False,False
5bd3ab64_15,5bd3ab64,22 Acacia Avenue,15,,True,False
5bd3ab64_16,5bd3ab64,The Number of the Beast,16,,True,False
3d3a583_1,3d3a583,To Tame a Land,1,,False,True
3d3a583_2,3d3a583,Guitar Solo,2,,False,False
3d3a583_3,3d3a583,Drum Solo,3,,False,False
3d3a583_4,3d3a583,Hallowed Be Thy Name,4,,False,False
3d3a583_5,3d3a583,Iron Maiden,5,,False,False
3d3a583_6,3d3a583,Run to the Hills,6,,False,False
3d3a583_7,3d3a583,Drifter,7,,False,False
3d3a583_8,3d3a583,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
3d3a583_9,3d3a583,Where Eagles Dare,9,,False,False
3d3a583_10,3d3a583,Sanctuary,10,,False,False
3d3a583_11,3d3a583,Wrathchild,11,,False,False
3d3a583_12,3d3a583,The Trooper,12,,False,False
3d3a583_13,3d3a583,Revelations,13,,False,False
3d3a583_14,3d3a583,Flight of Icarus,14,,False,False
3d3a583_15,3d3a583,Die With Your Boots On,15,,False,False
3d3a583_16,3d3a583,22 Acacia Avenue,16,,True,False
3d3a583_17,3d3a583,The Number of the Beast,17,,True,False
bd3a58e_1,bd3a58e,To Tame a Land,1,,False,True
bd3a58e_2,bd3a58e,Guitar Solo,2,,False,False
bd3a58e_3,bd3a58e,Drum Solo,3,,False,False
bd3a58e_4,bd3a58e,Hallowed Be Thy Name,4,,False,False
bd3a58e_5,bd3a58e,Iron Maiden,5,,False,False
bd3a58e_6,bd3a58e,Run to the Hills,6,,False,False
bd3a58e_7,bd3a58e,Drifter,7,,False,False
bd3a58e_8,bd3a58e,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
bd3a58e_9,bd3a58e,Where Eagles Dare,9,,False,False
bd3a58e_10,bd3a58e,Sanctuary,10,,False,False
bd3a58e_11,bd3a58e,Wrathchild,11,,False,False
bd3a58e_12,bd3a58e,The Trooper,12,,False,False
bd3a58e_13,bd3a58e,Revelations,13,,False,False
bd3a58e_14,bd3a58e,Flight of Icarus,14,,False,False
bd3a58e_15,bd3a58e,Die With Your Boots On,15,,False,False
bd3a58e_16,bd3a58e,22 Acacia Avenue,16,,True,False
bd3a58e_17,bd3a58e,The Number of the Beast,17,,True,False
3d3a58f_1,3d3a58f,To Tame a Land,1,,False,True
3d3a58f_2,3d3a58f,Guitar Solo,2,,False,False
3d3a58f_3,3d3a58f,Drum Solo,3,,False,False
3d3a58f_4,3d3a58f,Hallowed Be Thy Name,4,,False,False
3d3a58f_5,3d3a58f,Iron Maiden,5,,False,False
3d3a58f_6,3d3a58f,Run to the Hills,6,,False,False
3d3a58f_7,3d3a58f,Drifter,7,,False,False
3d3a58f_8,3d3a58f,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
3d3a58f_9,3d3a58f,Where Eagles Dare,9,,False,False
3d3a58f_10,3d3a58f,Sanctuary,10,,False,False
3d3a58f_11,3d3a58f,Wrathchild,11,,False,False
3d3a58f_12,3d3a58f,The Trooper,12,,False,False
3d3a58f_13,3d3a58f,Revelations,13,,False,False
3d3a58f_14,3d3a58f,Flight of Icarus,14,,False,False
3d3a58f_15,3d3a58f,Die With Your Boots On,15,,False,False
3d3a58f_16,3d3a58f,22 Acacia Avenue,16,,True,False
3d3a58f_17,3d3a58f,The Number of the Beast,17,,True,False
bd3a58a_1,bd3a58a,To Tame a Land,1,,False,True
bd3a58a_2,bd3a58a,Guitar Solo,2,,False,False
bd3a58a_3,bd3a58a,Drum Solo,3,,False,False
bd3a58a_4,bd3a58a,Hallowed Be Thy Name,4,,False,False
bd3a58a_5,bd3a58a,Iron Maiden,5,,False,False
bd3a58a_6,bd3a58a,Run to the Hills,6,,False,False
bd3a58a_7,bd3a58a,Drifter,7,,False,False
bd3a58a_8,bd3a58a,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
bd3a58a_9,bd3a58a,Where Eagles Dare,9,,False,False
bd3a58a_10,bd3a58a,Sanctuary,10,,False,False
bd3a58a_11,bd3a58a,Wrathchild,11,,False,False
bd3a58a_12,bd3a58a,The Trooper,12,,False,False
bd3a58a_13,bd3a58a,Revelations,13,,False,False
bd3a58a_14,bd3a58a,Flight of Icarus,14,,False,False
bd3a58a_15,bd3a58a,Die With Your Boots On,15,,False,False
bd3a58a_16,bd3a58a,22 Acacia Avenue,16,,True,False
bd3a58a_17,bd3a58a,The Number of the Beast,17,,True,False
1bd3a594_1,1bd3a594,To Tame a Land,1,,False,True
1bd3a594_2,1bd3a594,Guitar Solo,2,,False,False
1bd3a594_3,1bd3a594,Drum Solo,3,,False,False
1bd3a594_4,1bd3a594,Hallowed Be Thy Name,4,,False,False
1bd3a594_5,1bd3a594,Iron Maiden,5,,False,False
1bd3a594_6,1bd3a594,Run to the Hills,6,,False,False
1bd3a594_7,1bd3a594,Drifter,7,,False,False
1bd3a594_8,1bd3a594,Where Eagles Dare,8,,False,False
1bd3a594_9,1bd3a594,Sanctuary,9,,False,False
1bd3a594_10,1bd3a594,Wrathchild,10,,False,False
1bd3a594_11,1bd3a594,The Trooper,11,,False,False
1bd3a594_12,1bd3a594,Revelations,12,,False,False
1bd3a594_13,1bd3a594,Flight of Icarus,13,,False,False
1bd3a594_14,1bd3a594,Die With Your Boots On,14,,False,False
1bd3a594_15,1bd3a594,22 Acacia Avenue,15,,False,False
1bd3a594_16,1bd3a594,The Number of the Beast,16,,True,False
1bd3a594_17,1bd3a594,To Tame a Land,17,,True,False
53d3ab65_1,53d3ab65,Guitar Solo,1,,False,False
53d3ab65_2,53d3ab65,Drum Solo,2,,False,False
53d3ab65_3,53d3ab65,Hallowed Be Thy Name,3,,False,False
53d3ab65_4,53d3ab65,Iron Maiden,4,,False,False
53d3ab65_5,53d3ab65,Run to the Hills,5,,False,False
53d3ab65_6,53d3ab65,Drifter,6,,False,False
53d3ab65_7,53d3ab65,Where Eagles Dare,7,,False,False
53d3ab65_8,53d3ab65,Sanctuary,8,,False,False
53d3ab65_9,53d3ab65,Wrathchild,9,,False,False
53d3ab65_10,53d3ab65,The Trooper,10,,False,False
53d3ab65_11,53d3ab65,Revelations,11,,False,False
53d3ab65_12,53d3ab65,Flight of Icarus,12,,False,False
53d3ab65_13,53d3ab65,Die With Your Boots On,13,,False,False
53d3ab65_14,53d3ab65,22 Acacia Avenue,14,,False,False
53d3ab65_15,53d3ab65,The Number of the Beast,15,,True,False
53d3ab65_16,53d3ab65,To Tame a Land,16,,True,False
4bd3ab66_1,4bd3ab66,Guitar Solo,1,,False,False
4bd3ab66_2,4bd3ab66,Drum Solo,2,,False,False
4bd3ab66_3,4bd3ab66,Hallowed Be Thy Name,3,,False,False
4bd3ab66_4,4bd3ab66,Iron Maiden,4,,False,False
4bd3ab66_5,4bd3ab66,Run to the Hills,5,,False,False
4bd3ab66_6,4bd3ab66,Drifter,6,,False,False
4bd3ab66_7,4bd3ab66,"""Main Title"" from ""Where Eagles Dare""",7,,False,False
4bd3ab66_8,4bd3ab66,Where Eagles Dare,8,,False,False
4bd3ab66_9,4bd3ab66,Sanctuary,9,,False,False
4bd3ab66_10,4bd3ab66,Wrathchild,10,,False,False
4bd3ab66_11,4bd3ab66,The Trooper,11,,False,False
4bd3ab66_12,4bd3ab66,Revelations,12,,False,False
4bd3ab66_13,4bd3ab66,Flight of Icarus,13,,False,False
4bd3ab66_14,4bd3ab66,Die With Your Boots On,14,,False,False
4bd3ab66_15,4bd3ab66,22 Acacia Avenue,15,,True,False
4bd3ab66_16,4bd3ab66,The Number of the Beast,16,,True,False
13d3a591_1,13d3a591,To Tame a Land,1,,False,True
13d3a591_2,13d3a591,Guitar Solo,2,,False,False
13d3a591_3,13d3a591,Drum Solo,3,,False,False
13d3a591_4,13d3a591,Hallowed Be Thy Name,4,,False,False
13d3a591_5,13d3a591,Iron Maiden,5,,False,False
13d3a591_6,13d3a591,Run to the Hills,6,,False,False
13d3a591_7,13d3a591,Drifter,7,,False,False
13d3a591_8,13d3a591,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
13d3a591_9,13d3a591,Where Eagles Dare,9,,False,False
13d3a591_10,13d3a591,Sanctuary,10,,False,False
13d3a591_11,13d3a591,Wrathchild,11,,False,False
13d3a591_12,13d3a591,The Trooper,12,,False,False
13d3a591_13,13d3a591,Revelations,13,,False,False
13d3a591_14,13d3a591,Flight of Icarus,14,,False,False
13d3a591_15,13d3a591,Die With Your Boots On,15,,False,False
13d3a591_16,13d3a591,22 Acacia Avenue,16,,True,False
13d3a591_17,13d3a591,The Number of the Beast,17,,True,False
5bd3ab60_1,5bd3ab60,To Tame a Land,1,,False,True
5bd3ab60_2,5bd3ab60,Guitar Solo,2,,False,False
5bd3ab60_3,5bd3ab60,Drum Solo,3,,False,False
5bd3ab60_4,5bd3ab60,Hallowed Be Thy Name,4,,False,False
5bd3ab60_5,5bd3ab60,Iron Maiden,5,,False,False
5bd3ab60_6,5bd3ab60,Run to the Hills,6,,False,False
5bd3ab60_7,5bd3ab60,"""Main Title"" from ""Where Eagles Dare""",7,,False,False
5bd3ab60_8,5bd3ab60,Where Eagles Dare,8,,False,False
5bd3ab60_9,5bd3ab60,Sanctuary,9,,False,False
5bd3ab60_10,5bd3ab60,Wrathchild,10,,False,False
5bd3ab60_11,5bd3ab60,The Trooper,11,,False,False
5bd3ab60_12,5bd3ab60,Revelations,12,,False,False
5bd3ab60_13,5bd3ab60,Flight of Icarus,13,,False,False
5bd3ab60_14,5bd3ab60,Die With Your Boots On,14,,False,False
5bd3ab60_15,5bd3ab60,22 Acacia Avenue,15,,False,False
5bd3ab60_16,5bd3ab60,The Number of the Beast,16,,True,False
1bd3a598_1,1bd3a598,To Tame a Land,1,,False,True
1bd3a598_2,1bd3a598,Guitar Solo,2,,False,False
1bd3a598_3,1bd3a598,Drum Solo,3,,False,False
1bd3a598_4,1bd3a598,Hallowed Be Thy Name,4,,False,False
1bd3a598_5,1bd3a598,Iron Maiden,5,,False,False
1bd3a598_6,1bd3a598,Run to the Hills,6,,False,False
1bd3a598_7,1bd3a598,Drifter,7,,False,False
1bd3a598_8,1bd3a598,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
1bd3a598_9,1bd3a598,Where Eagles Dare,9,,False,False
1bd3a598_10,1bd3a598,Sanctuary,10,,False,False
1bd3a598_11,1bd3a598,Wrathchild,11,,False,False
1bd3a598_12,1bd3a598,The Trooper,12,,False,False
1bd3a598_13,1bd3a598,Revelations,13,,False,False
1bd3a598_14,1bd3a598,Flight of Icarus,14,,False,False
1bd3a598_15,1bd3a598,Die With Your Boots On,15,,False,False
1bd3a598_16,1bd3a598,22 Acacia Avenue,16,,True,False
1bd3a598_17,1bd3a598,The Number of the Beast,17,,True,False
1bd3a5a4_1,1bd3a5a4,To Tame a Land,1,,False,True
1bd3a5a4_2,1bd3a5a4,Guitar Solo,2,,False,False
1bd3a5a4_3,1bd3a5a4,Drum Solo,3,,False,False
1bd3a5a4_4,1bd3a5a4,Hallowed Be Thy Name,4,,False,False
1bd3a5a4_5,1bd3a5a4,Iron Maiden,5,,False,False
1bd3a5a4_6,1bd3a5a4,Run to the Hills,6,,False,False
1bd3a5a4_7,1bd3a5a4,Drifter,7,,False,False
1bd3a5a4_8,1bd3a5a4,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
1bd3a5a4_9,1bd3a5a4,Where Eagles Dare,9,,False,False
1bd3a5a4_10,1bd3a5a4,Sanctuary,10,,False,False
1bd3a5a4_11,1bd3a5a4,Wrathchild,11,,False,False
1bd3a5a4_12,1bd3a5a4,The Trooper,12,,False,False
1bd3a5a4_13,1bd3a5a4,Revelations,13,,False,False
1bd3a5a4_14,1bd3a5a4,Flight of Icarus,14,,False,False
1bd3a5a4_15,1bd3a5a4,Die With Your Boots On,15,,False,False
1bd3a5a4_16,1bd3a5a4,22 Acacia Avenue,16,,True,False
1bd3a5a4_17,1bd3a5a4,The Number of the Beast,17,,True,False
bd3a5a6_1,bd3a5a6,To Tame a Land,1,,False,True
bd3a5a6_2,bd3a5a6,Guitar Solo,2,,False,False
bd3a5a6_3,bd3a5a6,Drum Solo,3,,False,False
bd3a5a6_4,bd3a5a6,Hallowed Be Thy Name,4,,False,False
bd3a5a6_5,bd3a5a6,Iron Maiden,5,,False,False
bd3a5a6_6,bd3a5a6,Run to the Hills,6,,False,False
bd3a5a6_7,bd3a5a6,Drifter,7,,False,False
bd3a5a6_8,bd3a5a6,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
bd3a5a6_9,bd3a5a6,Where Eagles Dare,9,,False,False
bd3a5a6_10,bd3a5a6,Sanctuary,10,,False,False
bd3a5a6_11,bd3a5a6,Wrathchild,11,,False,False
bd3a5a6_12,bd3a5a6,The Trooper,12,,False,False
bd3a5a6_13,bd3a5a6,Revelations,13,,False,False
bd3a5a6_14,bd3a5a6,Flight of Icarus,14,,False,False
bd3a5a6_15,bd3a5a6,Die With Your Boots On,15,,False,False
bd3a5a6_16,bd3a5a6,22 Acacia Avenue,16,,True,False
bd3a5a6_17,bd3a5a6,The Number of the Beast,17,,True,False
53d3ab61_1,53d3ab61,To Tame a Land,1,,False,True
53d3ab61_2,53d3ab61,Guitar Solo,2,,False,False
53d3ab61_3,53d3ab61,Drum Solo,3,,False,False
53d3ab61_4,53d3ab61,Hallowed Be Thy Name,4,,False,False
53d3ab61_5,53d3ab61,Iron Maiden,5,,False,False
53d3ab61_6,53d3ab61,Run to the Hills,6,,False,False
53d3ab61_7,53d3ab61,Drifter,7,,False,False
53d3ab61_8,53d3ab61,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
53d3ab61_9,53d3ab61,Where Eagles Dare,9,,False,False
53d3ab61_10,53d3ab61,Sanctuary,10,,False,False
53d3ab61_11,53d3ab61,Wrathchild,11,,False,False
53d3ab61_12,53d3ab61,The Trooper,12,,False,False
53d3ab61_13,53d3ab61,Revelations,13,,False,False
53d3ab61_14,53d3ab61,Flight of Icarus,14,,False,False
53d3ab61_15,53d3ab61,Die With Your Boots On,15,,False,False
53d3ab61_16,53d3ab61,22 Acacia Avenue,16,,True,False
53d3ab61_17,53d3ab61,The Number of the Beast,17,,True,False
bd3a5a2_1,bd3a5a2,To Tame a Land,1,,False,True
bd3a5a2_2,bd3a5a2,Guitar Solo,2,,False,False
bd3a5a2_3,bd3a5a2,Drum Solo,3,,False,False
bd3a5a2_4,bd3a5a2,Hallowed Be Thy Name,4,,False,False
bd3a5a2_5,bd3a5a2,Iron Maiden,5,,False,False
bd3a5a2_6,bd3a5a2,Run to the Hills,6,,False,False
bd3a5a2_7,bd3a5a2,Drifter,7,,False,False
bd3a5a2_8,bd3a5a2,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
bd3a5a2_9,bd3a5a2,Where Eagles Dare,9,,False,False
bd3a5a2_10,bd3a5a2,Sanctuary,10,,False,False
bd3a5a2_11,bd3a5a2,Wrathchild,11,,False,False
bd3a5a2_12,bd3a5a2,The Trooper,12,,False,False
bd3a5a2_13,bd3a5a2,Revelations,13,,False,False
bd3a5a2_14,bd3a5a2,Flight of Icarus,14,,False,False
bd3a5a2_15,bd3a5a2,Die With Your Boots On,15,,False,False
bd3a5a2_16,bd3a5a2,22 Acacia Avenue,16,,True,False
bd3a5a2_17,bd3a5a2,The Number of the Beast,17,,True,False
1bd3a5ac_1,1bd3a5ac,To Tame a Land,1,,False,True
1bd3a5ac_2,1bd3a5ac,Guitar Solo,2,,False,False
1bd3a5ac_3,1bd3a5ac,Drum Solo,3,,False,False
1bd3a5ac_4,1bd3a5ac,Hallowed Be Thy Name,4,,False,False
1bd3a5ac_5,1bd3a5ac,Iron Maiden,5,,False,False
1bd3a5ac_6,1bd3a5ac,Run to the Hills,6,,False,False
1bd3a5ac_7,1bd3a5ac,Drifter,7,,False,False
1bd3a5ac_8,1bd3a5ac,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
1bd3a5ac_9,1bd3a5ac,Where Eagles Dare,9,,False,False
1bd3a5ac_10,1bd3a5ac,Sanctuary,10,,False,False
1bd3a5ac_11,1bd3a5ac,Wrathchild,11,,False,False
1bd3a5ac_12,1bd3a5ac,The Trooper,12,,False,False
1bd3a5ac_13,1bd3a5ac,Revelations,13,,False,False
1bd3a5ac_14,1bd3a5ac,Flight of Icarus,14,,False,False
1bd3a5ac_15,1bd3a5ac,Die With Your Boots On,15,,False,False
1bd3a5ac_16,1bd3a5ac,22 Acacia Avenue,16,,True,False
1bd3a5ac_17,1bd3a5ac,The Number of the Beast,17,,True,False
bd3a5ae_1,bd3a5ae,To Tame a Land,1,,False,True
bd3a5ae_2,bd3a5ae,Guitar Solo,2,,False,False
bd3a5ae_3,bd3a5ae,Drum Solo,3,,False,False
bd3a5ae_4,bd3a5ae,Hallowed Be Thy Name,4,,False,False
bd3a5ae_5,bd3a5ae,Iron Maiden,5,,False,False
bd3a5ae_6,bd3a5ae,Run to the Hills,6,,False,False
bd3a5ae_7,bd3a5ae,Drifter,7,,False,False
bd3a5ae_8,bd3a5ae,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
bd3a5ae_9,bd3a5ae,Where Eagles Dare,9,,False,False
bd3a5ae_10,bd3a5ae,Sanctuary,10,,False,False
bd3a5ae_11,bd3a5ae,Wrathchild,11,,False,False
bd3a5ae_12,bd3a5ae,The Trooper,12,,False,False
bd3a5ae_13,bd3a5ae,Revelations,13,,False,False
bd3a5ae_14,bd3a5ae,Flight of Icarus,14,,False,False
bd3a5ae_15,bd3a5ae,Die With Your Boots On,15,,False,False
bd3a5ae_16,bd3a5ae,22 Acacia Avenue,16,,True,False
bd3a5ae_17,bd3a5ae,The Number of the Beast,17,,True,False
2bd78c6a_1,2bd78c6a,To Tame a Land,1,,False,True
2bd78c6a_2,2bd78c6a,Guitar Solo,2,,False,False
2bd78c6a_3,2bd78c6a,Drum Solo,3,,False,False
2bd78c6a_4,2bd78c6a,Hallowed Be Thy Name,4,,False,False
2bd78c6a_5,2bd78c6a,Iron Maiden,5,,False,False
2bd78c6a_6,2bd78c6a,Run to the Hills,6,,False,False
2bd78c6a_7,2bd78c6a,Drifter,7,,False,False
2bd78c6a_8,2bd78c6a,Where Eagles Dare,8,,False,False
2bd78c6a_9,2bd78c6a,Sanctuary,9,,False,False
2bd78c6a_10,2bd78c6a,Wrathchild,10,,False,False
2bd78c6a_11,2bd78c6a,The Trooper,11,,False,False
2bd78c6a_12,2bd78c6a,Revelations,12,,False,False
2bd78c6a_13,2bd78c6a,Flight of Icarus,13,,False,False
2bd78c6a_14,2bd78c6a,Die With Your Boots On,14,,False,False
2bd78c6a_15,2bd78c6a,22 Acacia Avenue,15,,False,False
2bd78c6a_16,2bd78c6a,The Number of the Beast,16,,True,False
2bd78c6a_17,2bd78c6a,Guitar Solo,17,,True,False
43d3ab63_1,43d3ab63,Drum Solo,1,,False,False
43d3ab63_2,43d3ab63,Phantom of the Opera,2,,False,False
43d3ab63_3,43d3ab63,Hallowed Be Thy Name,3,,False,False
43d3ab63_4,43d3ab63,Iron Maiden,4,,False,False
43d3ab63_5,43d3ab63,Run to the Hills,5,,False,False
43d3ab63_6,43d3ab63,Drifter,6,,False,False
43d3ab63_7,43d3ab63,"""Main Title"" from ""Where Eagles Dare""",7,,False,False
43d3ab63_8,43d3ab63,Where Eagles Dare,8,,False,False
43d3ab63_9,43d3ab63,Sanctuary,9,,False,False
43d3ab63_10,43d3ab63,Wrathchild,10,,False,False
43d3ab63_11,43d3ab63,The Trooper,11,,False,False
43d3ab63_12,43d3ab63,Revelations,12,,False,False
43d3ab63_13,43d3ab63,Flight of Icarus,13,,False,False
43d3ab63_14,43d3ab63,Die With Your Boots On,14,,False,False
43d3ab63_15,43d3ab63,22 Acacia Avenue,15,,True,False
43d3ab63_16,43d3ab63,The Number of the Beast,16,,True,False
1bd3a5b4_1,1bd3a5b4,To Tame a Land,1,,False,True
1bd3a5b4_2,1bd3a5b4,Guitar Solo,2,,False,False
1bd3a5b4_3,1bd3a5b4,Drum Solo,3,,False,False
1bd3a5b4_4,1bd3a5b4,Hallowed Be Thy Name,4,,False,False
1bd3a5b4_5,1bd3a5b4,Iron Maiden,5,,False,False
1bd3a5b4_6,1bd3a5b4,Run to the Hills,6,,False,False
1bd3a5b4_7,1bd3a5b4,Drifter,7,,False,False
1bd3a5b4_8,1bd3a5b4,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
1bd3a5b4_9,1bd3a5b4,Where Eagles Dare,9,,False,False
1bd3a5b4_10,1bd3a5b4,Sanctuary,10,,False,False
1bd3a5b4_11,1bd3a5b4,Wrathchild,11,,False,False
1bd3a5b4_12,1bd3a5b4,The Trooper,12,,False,False
1bd3a5b4_13,1bd3a5b4,Revelations,13,,False,False
1bd3a5b4_14,1bd3a5b4,Flight of Icarus,14,,False,False
1bd3a5b4_15,1bd3a5b4,Die With Your Boots On,15,,False,False
1bd3a5b4_16,1bd3a5b4,22 Acacia Avenue,16,,True,False
1bd3a5b4_17,1bd3a5b4,The Number of the Beast,17,,True,False
3d3a5b7_1,3d3a5b7,To Tame a Land,1,,False,True
3d3a5b7_2,3d3a5b7,Guitar Solo,2,,False,False
3d3a5b7_3,3d3a5b7,Drum Solo,3,,False,False
3d3a5b7_4,3d3a5b7,Hallowed Be Thy Name,4,,False,False
3d3a5b7_5,3d3a5b7,Iron Maiden,5,,False,False
3d3a5b7_6,3d3a5b7,Run to the Hills,6,,False,False
3d3a5b7_7,3d3a5b7,Drifter,7,,False,False
3d3a5b7_8,3d3a5b7,"""Main Title"" from ""Where Eagles Dare""",8,,False,False
3d3a5b7_9,3d3a5b7,Where Eagles Dare,9,,False,False
3d3a5b7_10,3d3a5b7,Sanctuary,10,,False,False
3d3a5b7_11,3d3a5b7,Wrathchild,11,,False,False
3d3a5b7_12,3d3a5b7,The Trooper,12,,False,False
3d3a5b7_13,3d3a5b7,Revelations,13,,False,False
3d3a5b7_14,3d3a5b7,Flight of Icarus,14,,False,False
3d3a5b7_15,3d3a5b7,Die With Your Boots On,15,,False,False
3d3a5b7_16,3d3a5b7,22 Acacia Avenue,16,,True,False
3d3a5b7_17,3d3a5b7,The Number of the Beast,17,,True,False
3d3a5b3_1,3d3a5b3,To Tame a Land,1,,False,True
3d3a5b3_2,3d3a5b3,Guitar Solo,2,,False,False
3d3a5b3_3,3d3a5b3,Drum Solo,3,,False,False
3d3a5b3_4,3d3a5b3,Hallowed Be Thy Name,4,,False,False
3d3a5b3_5,3d3a5b3,Iron Maiden,5,,False,False
3d3a5b3_6,3d3a5b3,Run to the Hills,6,,False,False
3d3a5b3_7,3d3a5b3,Drifter,7,,False,False
3d3a5b3_8,3d3a5b3,Where Eagles Dare,8,,False,False
3d3a5b3_9,3d3a5b3,Wrathchild,9,,False,False
3d3a5b3_10,3d3a5b3,The Trooper,10,,False,False
3d3a5b3_11,3d3a5b3,Revelations,11,,False,False
3d3a5b3_12,3d3a5b3,Flight of Icarus,12,,False,False
3d3a5b3_13,3d3a5b3,Die With Your Boots On,13,,False,False
3d3a5b3_14,3d3a5b3,22 Acacia Avenue,14,,False,False
3d3a5b3_15,3d3a5b3,The Number of the Beast,15,,False,False
3d3a5b3_16,3d3a5b3,Still Life,16,,True,False
3d3a5b3_17,3d3a5b3,To Tame a Land,17,,True,False
bd3a996_1,bd3a996,Guitar Solo,1,,False,False
bd3a996_2,bd3a996,Drum Solo,2,,False,False
bd3a996_3,bd3a996,Phantom of the Opera,3,,False,False
bd3a996_4,bd3a996,Hallowed Be Thy Name,4,,False,False
bd3a996_5,bd3a996,Iron Maiden,5,,False,False
bd3a996_6,bd3a996,Run to the Hills,6,,False,False
bd3a996_7,bd3a996,Sanctuary,7,,False,False
bd3a996_8,bd3a996,Drifter,8,,False,False
bd3a996_9,bd3a996,Prowler,9,,False,False
bd3a996_10,bd3a996,Where Eagles Dare,10,,False,False
bd3a996_11,bd3a996,Wrathchild,11,,False,False
bd3a996_12,bd3a996,The Trooper,12,,False,False
bd3a996_13,bd3a996,Revelations,13,,False,False
bd3a996_14,bd3a996,Flight of Icarus,14,,False,False
bd3a996_15,bd3a996,Die With Your Boots On,15,,False,False
bd3a996_16,bd3a996,22 Acacia Avenue,16,,True,False
bd3a996_17,bd3a996,The Number of the Beast,17,,True,False
bd3a996_18,bd3a996,Still Life,18,,True,False
bd3a996_19,bd3a996,To Tame a Land,19,,True,False
3d3a997_1,3d3a997,Guitar Solo,1,,False,False
3d3a997_2,3d3a997,Drum Solo,2,,False,False
3d3a997_3,3d3a997,Phantom of the Opera,3,,False,False
3d3a997_4,3d3a997,Hallowed Be Thy Name,4,,False,False
3d3a997_5,3d3a997,Iron Maiden,5,,False,False
3d3a997_6,3d3a997,Run to the Hills,6,,False,False
3d3a997_7,3d3a997,Sanctuary,7,,False,False
3d3a997_8,3d3a997,Drifter,8,,False,False
3d3a997_9,3d3a997,Prowler,9,,False,False
3d3a997_10,3d3a997,"""Main Title"" from ""Where Eagles Dare""",10,,False,False
3d3a997_11,3d3a997,Where Eagles Dare,11,,False,False
3d3a997_12,3d3a997,Wrathchild,12,,False,False
3d3a997_13,3d3a997,The Trooper,13,,False,False
3d3a997_14,3d3a997,Revelations,14,,False,False
3d3a997_15,3d3a997,Flight of Icarus,15,,False,False
3d3a997_16,3d3a997,Die With Your Boots On,16,,True,False
3d3a997_17,3d3a997,22 Acacia Avenue,17,,True,False
3d3a997_18,3d3a997,The Number of the Beast,18,,True,False
3d3a997_19,3d3a997,Still Life,19,,True,False
1bd3a990_1,1bd3a990,To Tame a Land,1,,False,True
1bd3a990_2,1bd3a990,Guitar Solo,2,,False,False
1bd3a990_3,1bd3a990,Drum Solo,3,,False,False
1bd3a990_4,1bd3a990,Phantom of the Opera,4,,False,False
